,id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
1794,1795,0.47149855479999997,female,13.0,w. nor. central,31.0,6309.0,36.0,50.0,45.0,24.6,very satisfied,strongly agree,,disagree,disagree,neither agree nor disagree
1795,1796,0.9429971097,male,16.0,w. nor. central,36.0,84120.0,73.0,56.0,44.0,84.0,mod. satisfied,,,,,
1796,1797,0.9429971097,female,18.0,w. nor. central,64.0,57832.5,54.0,,35.0,62.9,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,agree
1797,1798,0.47149855479999997,female,16.0,w. nor. central,89.0,,,,46.0,,,agree,strongly agree,disagree,disagree,neither agree nor disagree
1798,1799,0.47149855479999997,female,16.0,w. nor. central,63.0,57832.5,64.0,64.0,,84.2,very satisfied,,,,,
1799,1800,0.47149855479999997,male,11.0,w. nor. central,24.0,22782.5,24.0,34.0,45.0,17.1,very dissatisfied,strongly agree,agree,agree,disagree,agree
1800,1801,0.47149855479999997,female,14.0,w. nor. central,35.0,31545.0,45.0,45.0,,62.1,mod. satisfied,,,,,
1801,1802,0.9429971097,female,13.0,w. nor. central,82.0,31545.0,53.0,,47.0,69.3,,strongly agree,agree,disagree,disagree,disagree
1802,1803,0.9429971097,male,16.0,w. nor. central,66.0,84120.0,64.0,,46.0,84.2,mod. satisfied,agree,disagree,,disagree,agree
1803,1804,0.9429971097,female,16.0,w. nor. central,47.0,98140.0,64.0,47.0,51.0,84.2,very satisfied,strongly agree,strongly disagree,disagree,disagree,disagree
1804,1805,2.35896796,male,16.0,w. nor. central,53.0,70100.0,59.0,50.0,,75.5,very satisfied,,,,,
1805,1806,1.4144956640000002,female,17.0,w. nor. central,70.0,57832.5,74.0,39.0,,84.5,very satisfied,strongly agree,disagree,disagree,strongly disagree,agree
1806,1807,1.17948398,female,16.0,w. nor. central,32.0,47317.5,61.0,55.0,60.0,80.9,very satisfied,,,,,
1807,1808,0.47149855479999997,female,12.0,w. nor. central,26.0,14896.25,32.0,35.0,28.0,35.8,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1808,1809,0.9429971097,female,16.0,w. nor. central,35.0,84120.0,46.0,39.0,50.0,61.4,mod. satisfied,,,,,
1809,1810,3.53845194,male,19.0,w. nor. central,59.0,112160.0,69.0,38.0,38.0,91.1,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1810,1811,0.9429971097,male,14.0,w. nor. central,55.0,47317.5,49.0,51.0,,56.9,very satisfied,disagree,disagree,disagree,agree,agree
1811,1812,0.9429971097,female,16.0,w. nor. central,41.0,84120.0,67.0,60.0,50.0,73.6,mod. satisfied,,,,,
1812,1813,0.47149855479999997,male,14.0,w. nor. central,85.0,26287.5,64.0,25.0,,82.5,,agree,disagree,disagree,disagree,strongly agree
1813,1814,0.47149855479999997,female,16.0,w. nor. central,50.0,47317.5,43.0,66.0,58.0,61.2,mod. satisfied,agree,disagree,disagree,agree,agree
1814,1815,0.47149855479999997,male,12.0,w. nor. central,56.0,6309.0,27.0,,43.0,14.0,very satisfied,,,,,
1815,1816,1.17948398,male,12.0,w. nor. central,77.0,22782.5,46.0,,46.0,39.9,,disagree,agree,agree,agree,agree
1816,1817,0.47149855479999997,male,12.0,w. nor. central,49.0,26287.5,45.0,31.0,,38.8,mod. satisfied,,,,,
1817,1818,0.47149855479999997,male,14.0,w. nor. central,57.0,70100.0,53.0,,63.0,69.3,mod. satisfied,strongly agree,disagree,disagree,disagree,agree
1818,1819,0.47149855479999997,male,14.0,w. nor. central,66.0,11391.25,38.0,47.0,35.0,43.0,,agree,strongly disagree,disagree,strongly disagree,disagree
1819,1820,0.47149855479999997,male,13.0,w. nor. central,56.0,7886.25,20.0,,43.0,10.6,very satisfied,,,,,
1820,1821,0.9429971097,male,14.0,w. nor. central,55.0,11391.25,44.0,27.0,35.0,28.7,very satisfied,strongly agree,agree,disagree,disagree,agree
1821,1822,0.47149855479999997,male,17.0,w. nor. central,45.0,112160.0,51.0,38.0,50.0,58.1,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1822,1823,0.9429971097,male,14.0,w. nor. central,66.0,14896.25,53.0,,46.0,59.1,,disagree,disagree,disagree,disagree,agree
1823,1824,0.9429971097,male,12.0,w. nor. central,60.0,,22.0,31.0,25.0,17.5,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
1824,1825,0.9429971097,female,12.0,w. nor. central,58.0,112160.0,44.0,47.0,40.0,56.8,very satisfied,strongly agree,strongly disagree,disagree,strongly agree,agree
1825,1826,0.9429971097,female,12.0,w. nor. central,28.0,,48.0,45.0,42.0,24.2,very satisfied,,,,,
1826,1827,0.9429971097,female,16.0,w. nor. central,45.0,84120.0,64.0,38.0,46.0,71.8,very satisfied,disagree,strongly disagree,disagree,disagree,agree
1827,1828,0.9429971097,female,11.0,w. nor. central,87.0,19277.5,35.0,25.0,65.0,34.6,,agree,agree,disagree,disagree,disagree
1828,1829,0.47149855479999997,female,16.0,w. nor. central,56.0,98140.0,31.0,35.0,60.0,37.6,very dissatisfied,,,,,
1829,1830,0.9429971097,male,12.0,w. nor. central,24.0,22782.5,24.0,35.0,58.0,17.1,very dissatisfied,strongly agree,disagree,disagree,disagree,agree
1830,1831,0.9429971097,female,13.0,w. nor. central,72.0,47317.5,46.0,,,52.0,,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
1831,1832,0.9429971097,female,16.0,w. sou. central,49.0,38555.0,64.0,48.0,,82.5,very satisfied,agree,disagree,agree,disagree,agree
1832,1833,0.9429971097,female,12.0,w. sou. central,25.0,11391.25,48.0,38.0,,24.2,very satisfied,,,,,
1833,1834,0.47149855479999997,male,11.0,w. sou. central,53.0,7886.25,35.0,36.0,45.0,32.0,,,,,,
1834,1835,0.9429971097,male,12.0,w. sou. central,23.0,14896.25,33.0,48.0,38.0,21.3,mod. satisfied,agree,strongly agree,disagree,strongly disagree,agree
1835,1836,0.9429971097,female,12.0,w. sou. central,23.0,14896.25,28.0,28.0,,21.6,very dissatisfied,,,,,
1836,1837,0.9429971097,female,14.0,w. sou. central,73.0,57832.5,40.0,,51.0,41.8,mod. satisfied,agree,agree,disagree,disagree,disagree
1837,1838,0.47149855479999997,female,12.0,w. sou. central,18.0,,35.0,,44.0,21.8,very satisfied,,,,,
1838,1839,0.47149855479999997,male,14.0,w. sou. central,58.0,26287.5,40.0,,60.0,45.1,,agree,strongly disagree,disagree,disagree,agree
1839,1840,0.47149855479999997,male,16.0,w. sou. central,85.0,22782.5,43.0,45.0,36.0,40.1,,agree,agree,disagree,disagree,disagree
1840,1841,0.47149855479999997,male,12.0,w. sou. central,25.0,13143.75,49.0,47.0,45.0,45.4,very satisfied,agree,disagree,disagree,disagree,agree
1841,1842,0.47149855479999997,female,16.0,w. sou. central,72.0,84120.0,52.0,,36.0,67.8,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1842,1843,0.47149855479999997,female,13.0,w. sou. central,70.0,4556.5,42.0,,47.0,59.9,,agree,disagree,disagree,disagree,agree
1843,1844,0.47149855479999997,female,12.0,w. sou. central,62.0,16648.75,50.0,25.0,,38.3,very satisfied,strongly agree,disagree,disagree,disagree,disagree
1844,1845,0.9429971097,male,19.0,w. sou. central,85.0,31545.0,59.0,26.0,21.0,75.5,,,,,,
1845,1846,0.47149855479999997,female,15.0,w. sou. central,39.0,7886.25,48.0,24.0,,20.1,very satisfied,disagree,disagree,disagree,disagree,disagree
1846,1847,0.47149855479999997,male,15.0,w. sou. central,68.0,31545.0,62.0,,40.0,50.4,mod. satisfied,,,,,
1847,1848,0.9429971097,female,12.0,w. sou. central,64.0,19277.5,54.0,,39.0,62.9,mod. satisfied,disagree,,,agree,agree
1848,1849,0.9429971097,male,12.0,w. sou. central,75.0,31545.0,49.0,,53.0,46.0,,,,,,
1849,1850,1.4144956640000002,male,7.0,w. sou. central,55.0,6309.0,45.0,,45.0,36.4,,agree,agree,disagree,disagree,disagree
1850,1851,0.9429971097,male,12.0,w. sou. central,35.0,26287.5,40.0,24.0,38.0,42.2,very satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
1851,1852,0.47149855479999997,female,12.0,w. sou. central,24.0,2453.5,48.0,24.0,31.0,24.2,mod. satisfied,disagree,disagree,agree,disagree,disagree
1852,1853,0.9429971097,male,12.0,w. sou. central,27.0,19277.5,37.0,21.0,28.0,18.6,mod. satisfied,,,,,
1853,1854,0.9429971097,female,10.0,w. sou. central,28.0,70100.0,38.0,,38.0,25.7,mod. satisfied,disagree,disagree,agree,disagree,agree
1854,1855,0.47149855479999997,male,18.0,w. sou. central,61.0,38555.0,51.0,64.0,49.0,63.7,,agree,disagree,disagree,disagree,neither agree nor disagree
1855,1856,0.9429971097,female,13.0,w. sou. central,67.0,158201.8412,60.0,74.0,66.0,41.4,very satisfied,,,,,
1856,1857,0.47149855479999997,male,10.0,w. sou. central,80.0,31545.0,42.0,35.0,,31.0,,disagree,agree,disagree,disagree,strongly agree
1857,1858,0.47149855479999997,female,16.0,w. sou. central,86.0,47317.5,74.0,38.0,72.0,84.5,very satisfied,,,,,
1858,1859,0.9429971097,female,12.0,w. sou. central,33.0,14896.25,21.0,21.0,33.0,14.0,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1859,1860,0.9429971097,female,18.0,w. sou. central,28.0,38555.0,61.0,47.0,35.0,80.9,mod. satisfied,,,,,
1860,1861,0.9429971097,female,9.0,w. sou. central,30.0,5257.5,31.0,31.0,37.0,39.7,very dissatisfied,strongly agree,strongly disagree,disagree,disagree,strongly disagree
1861,1862,0.47149855479999997,female,14.0,w. sou. central,23.0,1402.0,48.0,56.0,66.0,28.6,,,,,,
1862,1863,0.9429971097,female,18.0,w. sou. central,45.0,57832.5,64.0,48.0,60.0,84.2,mod. satisfied,disagree,disagree,disagree,disagree,disagree
1863,1864,0.47149855479999997,male,11.0,w. sou. central,77.0,98140.0,36.0,31.0,40.0,21.5,very satisfied,strongly agree,disagree,agree,disagree,disagree
1864,1865,0.9429971097,female,11.0,w. sou. central,39.0,38555.0,39.0,,62.0,41.0,mod. satisfied,agree,disagree,disagree,agree,agree
1865,1866,0.9429971097,male,14.0,w. sou. central,81.0,31545.0,38.0,31.0,40.0,43.0,,,,,,
1866,1867,0.47149855479999997,female,9.0,w. sou. central,32.0,3154.5,28.0,21.0,,21.6,very satisfied,strongly disagree,strongly disagree,disagree,strongly agree,strongly agree
1867,1868,0.9429971097,male,11.0,w. sou. central,34.0,47317.5,32.0,28.0,,36.7,very satisfied,,,,,
1868,1869,1.4144956640000002,female,19.0,w. sou. central,39.0,47317.5,61.0,61.0,25.0,80.9,,strongly agree,disagree,disagree,agree,agree
1869,1870,0.47149855479999997,female,13.0,w. sou. central,59.0,31545.0,53.0,,35.0,73.9,mod. satisfied,,,,,
1870,1871,0.9429971097,male,13.0,w. sou. central,49.0,112160.0,26.0,50.0,28.0,31.3,a little dissat,strongly disagree,agree,disagree,agree,neither agree nor disagree
1871,1872,0.9429971097,male,16.0,w. sou. central,84.0,31545.0,65.0,,31.0,85.2,,,,,,
1872,1873,2.3574927740000002,female,11.0,w. sou. central,24.0,19277.5,21.0,28.0,35.0,14.0,mod. satisfied,disagree,disagree,disagree,agree,disagree
1873,1874,0.9429971097,male,13.0,w. sou. central,52.0,31545.0,49.0,31.0,28.0,46.0,very satisfied,disagree,disagree,disagree,agree,strongly disagree
1874,1875,0.9429971097,female,12.0,w. sou. central,36.0,57832.5,29.0,42.0,35.0,46.7,very satisfied,agree,disagree,disagree,agree,strongly agree
1875,1876,0.9429971097,female,6.0,w. sou. central,30.0,22782.5,,,,,very satisfied,agree,agree,agree,disagree,disagree
1876,1877,0.47149855479999997,female,12.0,w. sou. central,67.0,9638.75,36.0,25.0,44.0,43.4,,agree,strongly disagree,disagree,strongly disagree,disagree
1877,1878,0.9429971097,male,10.0,w. sou. central,18.0,38555.0,,,28.0,,,,,,,
1878,1879,0.47149855479999997,female,12.0,w. sou. central,53.0,31545.0,48.0,34.0,48.0,24.2,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1879,1880,0.47149855479999997,female,9.0,w. sou. central,49.0,3855.5,28.0,60.0,,25.2,very satisfied,,,,,
1880,1881,0.9429971097,female,13.0,w. sou. central,24.0,9638.75,35.0,50.0,21.0,21.8,mod. satisfied,strongly agree,disagree,agree,disagree,disagree
1881,1882,0.47149855479999997,female,8.0,w. sou. central,72.0,5257.5,33.0,,25.0,13.6,,,,,,
1882,1883,0.9429971097,female,12.0,w. sou. central,54.0,22782.5,35.0,42.0,38.0,26.8,very satisfied,strongly agree,agree,agree,disagree,agree
1883,1884,0.9429971097,male,12.0,w. sou. central,21.0,4556.5,29.0,,,20.0,very satisfied,disagree,agree,disagree,disagree,disagree
1884,1885,0.47149855479999997,male,9.0,w. sou. central,34.0,57832.5,49.0,,44.0,45.4,very satisfied,disagree,disagree,disagree,disagree,agree
1885,1886,0.9429971097,female,12.0,w. sou. central,60.0,47317.5,55.0,,36.0,37.2,very dissatisfied,strongly agree,agree,disagree,agree,agree
1886,1887,0.9429971097,female,12.0,w. sou. central,25.0,84120.0,,,46.0,,a little dissat,,,,,
1887,1888,0.9429971097,female,12.0,w. sou. central,53.0,84120.0,32.0,,46.0,35.8,very satisfied,agree,agree,disagree,agree,disagree
1888,1889,0.9429971097,male,12.0,w. sou. central,33.0,70100.0,45.0,47.0,44.0,39.2,very satisfied,disagree,agree,disagree,agree,agree
1889,1890,0.47149855479999997,female,12.0,w. sou. central,30.0,26287.5,61.0,,49.0,60.5,very satisfied,,,,,
1890,1891,1.885994219,male,11.0,w. sou. central,43.0,22782.5,27.0,27.0,46.0,27.7,very satisfied,,,,,
1891,1892,0.9429971097,male,10.0,w. sou. central,27.0,31545.0,43.0,24.0,,36.2,very satisfied,disagree,strongly agree,disagree,agree,disagree
1892,1893,0.9429971097,male,11.0,w. sou. central,57.0,16648.75,28.0,32.0,,23.2,,,,,,
1893,1894,1.4144956640000002,female,8.0,w. sou. central,43.0,1402.0,25.0,31.0,,12.6,mod. satisfied,disagree,agree,disagree,disagree,agree
1894,1895,0.47149855479999997,female,13.0,w. sou. central,49.0,7886.25,33.0,38.0,,13.6,mod. satisfied,disagree,agree,disagree,agree,strongly agree
1895,1896,5.897419899,female,10.0,w. sou. central,61.0,16648.75,33.0,,38.0,13.6,mod. satisfied,,,,,
1896,1897,0.47149855479999997,male,14.0,w. sou. central,39.0,47317.5,35.0,55.0,36.0,32.0,mod. satisfied,,,,,
1897,1898,2.35896796,female,14.0,w. sou. central,54.0,19277.5,33.0,47.0,59.0,26.5,very satisfied,agree,strongly disagree,disagree,agree,neither agree nor disagree
1898,1899,1.4144956640000002,female,8.0,w. sou. central,55.0,98140.0,33.0,,46.0,13.6,very satisfied,agree,agree,disagree,agree,disagree
1899,1900,0.47149855479999997,male,12.0,w. sou. central,54.0,3154.5,33.0,69.0,35.0,13.6,a little dissat,strongly agree,disagree,disagree,disagree,strongly agree
1900,1901,0.9429971097,male,11.0,w. sou. central,49.0,57832.5,45.0,,47.0,62.0,very satisfied,agree,strongly agree,disagree,agree,strongly agree
1901,1902,0.9429971097,female,12.0,w. sou. central,77.0,6309.0,48.0,,42.0,24.2,,agree,disagree,disagree,disagree,neither agree nor disagree
1902,1903,1.4144956640000002,female,10.0,w. sou. central,80.0,112160.0,24.0,,40.0,17.1,very satisfied,disagree,strongly agree,disagree,agree,agree
1903,1904,0.9429971097,male,10.0,w. sou. central,43.0,57832.5,47.0,,29.0,38.8,very satisfied,,,,,
1904,1905,2.3574927740000002,female,4.0,w. sou. central,45.0,7886.25,21.0,28.0,46.0,14.0,mod. satisfied,disagree,agree,disagree,disagree,agree
1905,1906,1.4144956640000002,male,15.0,w. sou. central,33.0,47317.5,52.0,38.0,64.0,36.4,mod. satisfied,agree,disagree,disagree,disagree,agree
1906,1907,0.47149855479999997,male,14.0,w. sou. central,51.0,84120.0,49.0,,28.0,46.0,a little dissat,,,,,
1907,1908,0.9429971097,female,12.0,w. sou. central,34.0,26287.5,33.0,21.0,,13.6,mod. satisfied,,,,,
1908,1909,0.9429971097,male,17.0,w. sou. central,28.0,98140.0,63.0,,27.0,84.3,very satisfied,,,,,
1909,1910,0.9429971097,female,15.0,w. sou. central,35.0,70100.0,49.0,61.0,46.0,56.9,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1910,1911,0.9429971097,male,16.0,w. sou. central,61.0,158201.8412,63.0,38.0,53.0,75.7,mod. satisfied,agree,agree,disagree,agree,agree
1911,1912,0.9429971097,female,20.0,mountain,35.0,57832.5,64.0,64.0,73.0,82.5,very satisfied,agree,disagree,disagree,strongly disagree,disagree
1912,1913,0.9429971097,female,14.0,mountain,66.0,38555.0,51.0,31.0,58.0,38.4,very satisfied,strongly agree,strongly disagree,disagree,disagree,strongly disagree
1913,1914,0.47149855479999997,male,12.0,mountain,43.0,70100.0,50.0,,74.0,68.6,very satisfied,agree,disagree,disagree,disagree,agree
1914,1915,0.47149855479999997,male,11.0,mountain,20.0,13143.75,43.0,24.0,,61.2,a little dissat,,,,,
1915,1916,0.9429971097,male,20.0,mountain,60.0,,64.0,,74.0,82.5,,agree,disagree,disagree,agree,agree
1916,1917,0.9429971097,female,13.0,mountain,64.0,112160.0,54.0,38.0,28.0,62.9,,,,,,
1917,1918,1.17948398,male,12.0,mountain,34.0,,37.0,,,33.2,mod. satisfied,strongly agree,disagree,disagree,,disagree
1918,1919,0.47149855479999997,male,12.0,mountain,60.0,31545.0,48.0,,32.0,24.2,mod. satisfied,disagree,disagree,disagree,agree,agree
1919,1920,0.9429971097,male,12.0,mountain,34.0,38555.0,44.0,42.0,61.0,28.7,very satisfied,strongly disagree,agree,disagree,disagree,agree
1920,1921,2.35896796,female,14.0,mountain,31.0,47317.5,52.0,35.0,,49.2,a little dissat,,,,,
1921,1922,0.9429971097,male,12.0,mountain,24.0,47317.5,55.0,,48.0,37.2,very satisfied,strongly agree,disagree,disagree,disagree,strongly agree
1922,1923,0.9429971097,female,16.0,mountain,64.0,57832.5,69.0,27.0,60.0,91.1,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1923,1924,0.9429971097,female,15.0,mountain,38.0,,31.0,46.0,,19.6,mod. satisfied,,,,,
1924,1925,0.9429971097,male,11.0,mountain,56.0,31545.0,32.0,25.0,45.0,28.7,mod. satisfied,disagree,disagree,disagree,disagree,agree
1925,1926,0.47149855479999997,female,17.0,mountain,60.0,57832.5,18.0,28.0,59.0,30.3,very satisfied,,,,,
1926,1927,0.9429971097,male,13.0,mountain,27.0,57832.5,45.0,17.0,,62.0,very satisfied,strongly disagree,disagree,disagree,agree,agree
1927,1928,0.9429971097,female,12.0,mountain,25.0,31545.0,32.0,,60.0,35.8,mod. satisfied,,,,,
1928,1929,1.17948398,male,12.0,mountain,38.0,,35.0,28.0,37.0,26.8,mod. satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1929,1930,0.47149855479999997,female,16.0,mountain,71.0,38555.0,46.0,32.0,35.0,60.1,very satisfied,disagree,disagree,disagree,agree,strongly disagree
1930,1931,0.9429971097,male,11.0,mountain,73.0,84120.0,55.0,24.0,,71.8,very satisfied,agree,strongly disagree,disagree,disagree,strongly agree
1931,1932,0.9429971097,female,20.0,mountain,61.0,84120.0,64.0,,,84.2,,,,,,
1932,1933,0.47149855479999997,female,9.0,mountain,30.0,,25.0,,41.0,12.6,a little dissat,agree,agree,disagree,agree,agree
1933,1934,0.47149855479999997,female,20.0,mountain,66.0,26287.5,74.0,36.0,,84.5,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1934,1935,1.4144956640000002,female,12.0,mountain,53.0,11391.25,26.0,35.0,34.0,28.5,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly disagree
1935,1936,2.35896796,male,16.0,mountain,41.0,,74.0,,56.0,84.5,very satisfied,,,,,
1936,1937,0.9429971097,female,18.0,mountain,56.0,158201.8412,65.0,47.0,50.0,87.3,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1937,1938,0.9429971097,female,16.0,mountain,26.0,84120.0,38.0,,75.0,59.1,a little dissat,,,,,
1938,1939,0.9429971097,male,19.0,mountain,39.0,112160.0,60.0,48.0,35.0,76.3,,agree,strongly disagree,disagree,disagree,neither agree nor disagree
1939,1940,0.9429971097,female,16.0,mountain,60.0,,42.0,,49.0,34.6,very satisfied,agree,agree,disagree,disagree,disagree
1940,1941,0.9429971097,male,20.0,mountain,56.0,98140.0,72.0,61.0,47.0,92.1,very satisfied,strongly agree,disagree,disagree,disagree,agree
1941,1942,1.4144956640000002,female,12.0,mountain,18.0,,,44.0,38.0,,,,,,,
1942,1943,0.9429971097,female,16.0,mountain,62.0,47317.5,37.0,59.0,73.0,57.8,,strongly agree,strongly disagree,agree,disagree,disagree
1943,1944,0.9429971097,female,14.0,mountain,48.0,57832.5,53.0,24.0,,41.1,very satisfied,,,,,
1944,1945,2.35896796,female,20.0,mountain,44.0,98140.0,39.0,,49.0,67.7,mod. satisfied,disagree,strongly disagree,disagree,disagree,neither agree nor disagree
1945,1946,1.4144956640000002,male,16.0,mountain,55.0,158201.8412,72.0,64.0,63.0,77.4,mod. satisfied,agree,disagree,disagree,disagree,disagree
1946,1947,3.3004898839999997,male,15.0,mountain,21.0,1402.0,,,80.0,,,disagree,disagree,disagree,agree,neither agree nor disagree
1947,1948,1.885994219,male,16.0,mountain,24.0,9638.75,54.0,46.0,51.0,55.1,a little dissat,strongly agree,strongly disagree,disagree,disagree,disagree
1948,1949,0.9429971097,male,14.0,mountain,36.0,22782.5,46.0,36.0,39.0,60.1,mod. satisfied,strongly agree,agree,disagree,strongly disagree,agree
1949,1950,0.47149855479999997,male,16.0,mountain,29.0,70100.0,62.0,47.0,49.0,50.4,very dissatisfied,disagree,disagree,disagree,agree,disagree
1950,1951,0.47149855479999997,female,15.0,mountain,66.0,7886.25,69.0,45.0,38.0,46.6,,,,,,
1951,1952,0.47149855479999997,female,16.0,mountain,33.0,38555.0,64.0,43.0,46.0,84.2,mod. satisfied,agree,disagree,agree,disagree,agree
1952,1953,0.47149855479999997,male,14.0,mountain,58.0,9638.75,25.0,,72.0,23.3,,,,,,
1953,1954,0.47149855479999997,female,12.0,mountain,76.0,,37.0,25.0,49.0,35.1,,agree,disagree,disagree,disagree,disagree
1954,1955,0.9429971097,male,12.0,mountain,46.0,38555.0,35.0,31.0,48.0,34.1,mod. satisfied,agree,disagree,disagree,disagree,agree
1955,1956,0.9429971097,female,12.0,mountain,30.0,38555.0,21.0,55.0,,13.6,a little dissat,strongly agree,disagree,disagree,disagree,strongly disagree
1956,1957,0.47149855479999997,female,17.0,mountain,49.0,47317.5,64.0,,60.0,82.5,very satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
1957,1958,0.47149855479999997,male,14.0,mountain,51.0,26287.5,46.0,17.0,42.0,52.0,a little dissat,strongly disagree,strongly agree,agree,agree,agree
1958,1959,0.9429971097,male,12.0,mountain,63.0,11391.25,32.0,72.0,46.0,28.7,,,,,,
1959,1960,0.9429971097,male,10.0,mountain,39.0,70100.0,62.0,47.0,53.0,50.4,mod. satisfied,disagree,strongly disagree,disagree,disagree,agree
1960,1961,0.47149855479999997,female,14.0,mountain,69.0,22782.5,26.0,,33.0,28.5,very satisfied,,,,,
1961,1962,0.9429971097,male,12.0,mountain,24.0,26287.5,45.0,47.0,27.0,31.2,very satisfied,agree,disagree,disagree,disagree,agree
1962,1963,0.9429971097,male,20.0,pacific,,,64.0,27.0,47.0,82.5,very satisfied,disagree,agree,disagree,agree,strongly agree
1963,1964,0.47149855479999997,female,6.0,pacific,42.0,57832.5,22.0,,27.0,14.8,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
1964,1965,0.9429971097,male,12.0,pacific,30.0,31545.0,45.0,,27.0,39.2,mod. satisfied,agree,disagree,disagree,disagree,agree
1965,1966,0.9429971097,female,13.0,pacific,32.0,47317.5,40.0,,27.0,41.8,very satisfied,strongly agree,agree,disagree,agree,disagree
1966,1967,2.35896796,female,6.0,pacific,41.0,16648.75,,,,,very satisfied,strongly disagree,strongly agree,agree,strongly agree,agree
1967,1968,0.47149855479999997,female,13.0,pacific,67.0,14896.25,47.0,24.0,46.0,57.8,,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1968,1969,0.47149855479999997,female,14.0,pacific,28.0,14896.25,47.0,48.0,25.0,38.8,mod. satisfied,,,,,
1969,1970,1.885994219,female,16.0,pacific,60.0,,54.0,25.0,47.0,62.9,,,,,,
1970,1971,0.47149855479999997,female,14.0,pacific,51.0,84120.0,39.0,48.0,64.0,60.3,very satisfied,agree,disagree,disagree,strongly disagree,agree
1971,1972,0.9429971097,male,16.0,pacific,32.0,57832.5,49.0,,80.0,51.8,mod. satisfied,,,,,
1972,1973,0.47149855479999997,male,16.0,pacific,28.0,11391.25,25.0,22.0,32.0,23.8,very dissatisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
1973,1974,3.53845194,male,13.0,pacific,59.0,38555.0,46.0,34.0,25.0,52.0,a little dissat,,,,,
1974,1975,0.9429971097,female,9.0,pacific,38.0,,21.0,,46.0,13.6,mod. satisfied,strongly agree,strongly agree,disagree,disagree,agree
1975,1976,0.9429971097,female,12.0,pacific,70.0,57832.5,59.0,46.0,28.0,75.5,,agree,disagree,disagree,disagree,agree
1976,1977,0.47149855479999997,male,15.0,pacific,36.0,22782.5,31.0,35.0,,23.0,very satisfied,,,,,
1977,1978,2.35896796,male,16.0,pacific,29.0,31545.0,47.0,25.0,,69.4,mod. satisfied,agree,agree,disagree,disagree,agree
1978,1979,0.9429971097,male,2.0,pacific,59.0,6309.0,27.0,,46.0,14.0,a little dissat,strongly agree,disagree,disagree,strongly agree,agree
1979,1980,0.9429971097,female,9.0,pacific,42.0,19277.5,47.0,33.0,,34.7,mod. satisfied,,,,,
1980,1981,0.47149855479999997,male,12.0,pacific,60.0,7886.25,22.0,27.0,,17.5,very satisfied,agree,disagree,disagree,strongly disagree,strongly agree
1981,1982,0.47149855479999997,male,13.0,pacific,56.0,1402.0,40.0,56.0,46.0,28.3,,agree,agree,agree,strongly disagree,agree
1982,1983,0.47149855479999997,male,18.0,pacific,34.0,57832.5,53.0,,50.0,73.9,very satisfied,,,,,
1983,1984,0.47149855479999997,female,16.0,pacific,32.0,31545.0,59.0,47.0,,79.6,mod. satisfied,strongly disagree,agree,disagree,agree,neither agree nor disagree
1984,1985,1.4144956640000002,female,12.0,pacific,22.0,,30.0,32.0,,24.1,a little dissat,,,,,
1985,1986,1.4144956640000002,female,13.0,pacific,35.0,19277.5,26.0,,45.0,28.5,mod. satisfied,agree,disagree,disagree,disagree,disagree
1986,1987,0.9429971097,female,12.0,pacific,22.0,9638.75,34.0,28.0,38.0,31.6,very satisfied,,,,,
1987,1988,1.4144956640000002,female,12.0,pacific,25.0,3855.5,35.0,,35.0,21.8,mod. satisfied,agree,disagree,agree,disagree,disagree
1988,1989,0.47149855479999997,male,12.0,pacific,44.0,16648.75,39.0,25.0,49.0,60.3,very satisfied,,,,,
1989,1990,0.47149855479999997,female,12.0,pacific,66.0,38555.0,48.0,24.0,38.0,20.1,,agree,agree,disagree,strongly agree,agree
1990,1991,1.4144956640000002,male,11.0,pacific,44.0,6309.0,22.0,24.0,,14.8,very satisfied,agree,agree,disagree,agree,agree
1991,1992,1.4144956640000002,male,0.0,pacific,47.0,3855.5,33.0,,27.0,13.6,mod. satisfied,,,,,
